vehicle_id,start_ts,end_ts,delta_battery_pct,start_battery_pct,end_battery_pct,duration_sec,ignition_state
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-06 21:09:06.000,2021-09-06 21:53:37.000,47.5,30.1,77.6,2671.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-07 01:03:42.000,2021-09-07 01:45:16.000,38.9,41.1,80.0,2494.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-07 08:47:12.000,2021-09-07 09:22:51.000,43.5,27.8,71.3,2139.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-08 21:16:15.000,2021-09-08 21:49:58.000,29.4,47.4,76.8,2023.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-09 21:11:11.000,2021-09-09 21:45:50.000,28.2,48.2,76.4,2079.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-10 01:06:23.000,2021-09-10 01:18:51.000,14.9,44.3,59.2,748.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-10 01:47:58.000,2021-09-10 01:51:50.029,19.7,80.3,100.0,232.029,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-10 03:56:47.000,2021-09-10 05:46:20.000,2.4,36.4,38.8,6573.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-10 06:05:14.000,2021-09-10 07:06:46.000,54.1,32.9,87.0,3692.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-11 06:18:02.000,2021-09-11 07:10:24.000,53.7,27.0,80.7,3142.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-11 21:37:44.000,2021-09-11 22:27:43.000,52.2,27.8,80.0,2999.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-11 23:34:54.000,2021-09-11 23:44:23.430,6.3,72.5,78.8,569.43,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-12 21:36:15.000,2021-09-12 22:18:53.000,32.9,47.4,80.3,2558.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-13 00:36:45.000,2021-09-13 00:59:54.002,55.3,44.7,100.0,1389.002,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-13 04:42:38.004,2021-09-13 07:03:47.000,33.0,30.9,63.9,8468.996,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-14 04:51:59.000,2021-09-14 05:44:14.000,46.3,33.7,80.0,3135.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-14 15:41:25.000,2021-09-14 15:52:27.000,8.6,61.5,70.1,662.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-15 01:59:33.000,2021-09-15 02:28:13.000,33.3,34.9,68.2,1720.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-15 07:26:58.000,2021-09-15 15:57:56.002,40.0,60.0,100.0,30658.002,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-15 21:32:07.000,2021-09-15 21:35:59.002,42.4,57.6,100.0,232.002,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-15 23:53:29.000,2021-09-16 00:39:10.000,33.4,46.6,80.0,2741.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-16 07:46:09.000,2021-09-16 08:00:31.000,8.6,72.5,81.1,862.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-16 21:59:25.011,2021-09-16 22:14:27.002,26.7,73.3,100.0,901.991,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-17 01:16:52.000,2021-09-17 02:01:43.000,40.7,39.6,80.3,2691.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-18 06:33:30.000,2021-09-18 07:10:34.000,31.8,47.8,79.6,2224.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-18 20:21:29.000,2021-09-18 20:47:54.000,18.1,56.8,74.9,1585.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-18 22:19:12.000,2021-09-18 22:51:45.000,23.2,55.6,78.8,1953.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-20 00:40:10.000,2021-09-20 00:50:12.000,14.1,37.2,51.3,602.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-20 21:03:39.000,2021-09-20 21:37:08.000,22.8,57.2,80.0,2009.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-21 02:36:11.000,2021-09-21 03:28:57.000,46.7,35.2,81.9,3166.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-21 20:44:43.002,2021-09-21 20:59:48.000,2.8,50.5,53.3,904.998,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-21 21:16:38.000,2021-09-21 21:53:29.000,31.0,46.6,77.6,2211.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 01:25:55.117,2021-09-22 02:01:26.153,36.4,34.1,70.5,2131.036,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 02:14:43.000,2021-09-22 02:34:12.011,14.2,50.1,64.3,1169.011,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 06:57:04.000,2021-09-22 07:31:09.000,37.6,32.9,70.5,2045.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 16:15:46.005,2021-09-22 16:45:07.002,17.7,62.3,80.0,1760.997,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 17:10:22.002,2021-09-22 18:00:17.029,20.8,79.2,100.0,2995.027,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 18:23:23.029,2021-09-22 18:28:43.002,31.0,69.0,100.0,319.973,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 20:23:02.020,2021-09-22 21:31:51.000,4.3,60.0,64.3,4128.98,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 21:55:04.193,2021-09-22 22:14:21.000,22.8,57.2,80.0,1156.807,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 22:26:59.233,2021-09-22 22:30:28.020,42.8,57.2,100.0,208.787,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-22 23:48:20.006,2021-09-22 23:53:23.000,18.9,50.1,69.0,302.994,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-23 00:13:07.000,2021-09-23 00:26:26.000,4.7,68.2,72.9,799.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-23 01:19:34.000,2021-09-23 01:38:57.002,7.9,67.0,74.9,1163.002,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-23 03:20:42.000,2021-09-23 03:23:08.000,5.1,52.5,57.6,146.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-23 04:18:05.031,2021-09-23 04:43:22.000,29.0,27.4,56.4,1516.969,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-23 05:18:31.000,2021-09-23 05:43:38.000,21.6,51.3,72.9,1507.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-23 05:58:04.000,2021-09-23 07:09:02.000,2.0,72.9,74.9,4258.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-23 15:19:12.029,2021-09-23 16:10:36.002,55.3,20.3,75.6,3083.973,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-23 20:50:27.000,2021-09-23 21:40:24.000,55.3,20.3,75.6,2997.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-24 02:50:33.000,2021-09-24 03:10:36.000,19.3,50.1,69.4,1203.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-24 15:27:26.011,2021-09-24 16:03:25.002,29.8,45.8,75.6,2158.991,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-24 20:47:35.020,2021-09-24 20:57:26.000,2.7,43.1,45.8,590.98,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-24 21:10:52.026,2021-09-24 21:33:12.000,35.6,40.0,75.6,1339.974,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-25 00:12:33.002,2021-09-25 00:19:11.000,25.9,40.3,66.2,397.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-25 01:31:41.045,2021-09-25 01:44:22.002,7.4,72.9,80.3,760.957,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-25 02:31:37.000,2021-09-25 04:05:32.002,31.0,42.3,73.3,5635.002,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-25 06:24:58.000,2021-09-25 07:14:10.000,49.0,31.3,80.3,2952.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-25 15:54:26.011,2021-09-25 16:41:42.002,35.3,45.4,80.7,2835.991,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-25 20:22:20.010,2021-09-25 20:28:42.081,2.8,77.2,80.0,382.071,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-25 21:24:26.000,2021-09-25 21:25:37.000,28.7,45.4,74.1,71.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-25 23:02:12.020,2021-09-25 23:22:09.000,27.4,43.1,70.5,1196.98,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-26 00:59:58.013,2021-09-26 01:38:56.002,39.6,35.6,75.2,2337.989,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-26 08:52:53.000,2021-09-26 09:03:52.000,10.5,54.5,65.0,659.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-26 16:06:29.013,2021-09-26 16:45:56.002,31.4,45.8,77.2,2366.989,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-26 20:11:18.008,2021-09-26 20:53:09.002,47.4,17.6,65.0,2510.994,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-26 21:05:33.000,2021-09-26 21:13:04.002,23.9,52.9,76.8,451.002,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-26 21:36:13.000,2021-09-26 22:16:01.000,31.4,45.8,77.2,2388.0,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-26 22:53:25.013,2021-09-26 23:23:01.000,9.8,54.5,64.3,1775.987,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-27 01:42:18.000,2021-09-27 02:42:20.000,59.2,17.6,76.8,3602.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-27 03:16:03.010,2021-09-27 03:47:34.000,9.1,45.8,54.9,1890.99,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-28 03:41:11.020,2021-09-28 06:51:28.000,7.4,38.4,45.8,11416.98,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-28 15:33:04.025,2021-09-28 16:24:16.004,69.9,30.1,100.0,3071.979,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-28 21:04:19.000,2021-09-28 21:53:59.000,47.5,30.1,77.6,2980.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-09-29 20:08:19.000,2021-09-29 20:54:09.000,35.7,43.5,79.2,2750.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-01 03:02:51.002,2021-10-01 07:54:36.000,5.1,65.4,70.5,17504.998,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-01 15:13:55.002,2021-10-01 15:30:48.011,35.0,65.0,100.0,1013.009,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-01 20:15:39.011,2021-10-01 21:00:48.000,61.2,38.8,100.0,2708.989,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-01 22:45:16.020,2021-10-01 23:15:07.000,43.6,35.6,79.2,1790.98,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-02 00:42:42.099,2021-10-02 01:38:03.002,49.4,30.9,80.3,3320.903,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-02 01:45:39.000,2021-10-02 01:46:57.000,41.2,38.8,80.0,78.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-02 05:56:49.000,2021-10-02 07:04:02.000,42.3,38.0,80.3,4033.0,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-02 15:22:46.029,2021-10-02 16:12:04.002,41.2,38.4,79.6,2957.973,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-02 20:54:07.000,2021-10-02 21:41:49.000,41.2,38.4,79.6,2862.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-03 02:51:53.035,2021-10-03 02:53:03.002,28.7,71.3,100.0,69.967,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-03 04:46:30.011,2021-10-03 06:15:34.000,30.2,45.0,75.2,5343.989,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-03 15:56:22.007,2021-10-03 16:26:31.002,31.0,37.6,68.6,1808.995,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-03 16:40:13.045,2021-10-03 16:55:29.112,3.1,77.6,80.7,916.067,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-03 21:26:58.000,2021-10-03 22:10:09.000,39.6,37.6,77.2,2591.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-03 22:15:26.000,2021-10-03 22:25:34.000,3.1,77.6,80.7,608.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-04 04:55:50.002,2021-10-04 10:11:31.000,5.5,67.4,72.9,18940.998,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-04 21:24:57.000,2021-10-04 21:51:06.000,18.0,58.0,76.0,1569.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-04 22:27:22.011,2021-10-04 23:16:07.000,9.0,66.2,75.2,2924.989,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-05 02:56:00.011,2021-10-05 03:23:57.000,19.2,52.5,71.7,1676.989,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-06 03:08:34.020,2021-10-06 03:55:02.002,37.2,43.1,80.3,2787.982,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-06 08:39:58.000,2021-10-06 09:24:49.000,37.2,43.1,80.3,2691.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-06 19:24:09.011,2021-10-06 21:04:40.000,22.3,54.9,77.2,6030.989,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-06 21:51:55.002,2021-10-06 23:06:48.000,22.3,47.8,70.1,4492.998,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-06 23:34:12.002,2021-10-06 23:47:23.000,14.9,48.6,63.5,790.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-06 23:54:07.009,2021-10-07 00:34:26.002,35.7,41.1,76.8,2418.993,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-07 00:54:09.000,2021-10-07 01:34:56.029,17.6,54.9,72.5,2447.029,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-07 05:24:51.000,2021-10-07 06:04:28.000,35.7,41.1,76.8,2377.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-07 15:47:24.038,2021-10-07 16:11:20.002,12.2,66.2,78.4,1435.964,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-07 20:31:36.038,2021-10-07 21:01:22.000,12.9,60.0,72.9,1785.962,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-07 21:18:39.000,2021-10-07 21:41:07.000,12.2,66.2,78.4,1348.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-07 23:04:59.002,2021-10-07 23:08:43.000,19.2,57.6,76.8,223.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-07 23:26:41.007,2021-10-07 23:33:21.000,23.5,52.1,75.6,399.993,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-08 04:56:52.000,2021-10-08 05:35:29.000,27.4,52.9,80.3,2317.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-08 05:47:15.000,2021-10-08 14:57:58.245,2.3,79.6,81.9,33043.245,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-08 18:57:08.002,2021-10-08 20:28:03.000,21.9,60.0,81.9,5454.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-08 20:48:18.000,2021-10-08 20:53:12.000,47.0,33.3,80.3,294.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-08 21:11:58.019,2021-10-08 22:08:49.002,54.9,28.6,83.5,3410.983,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-09 00:27:12.000,2021-10-09 00:29:12.002,18.4,60.0,78.4,120.002,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-09 02:30:07.000,2021-10-09 02:32:41.035,43.2,30.1,73.3,154.035,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-09 02:43:09.000,2021-10-09 03:38:36.000,54.9,28.6,83.5,3327.0,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-09 04:21:39.002,2021-10-09 05:12:14.000,10.2,73.3,83.5,3034.998,ignitionOn
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-09 05:32:10.038,2021-10-09 07:20:47.000,19.2,54.1,73.3,6516.962,ignitionOff
66bd55df-eaf0-49c8-b9e1-7759b85e9325,2021-10-09 21:45:18.000,2021-10-09 22:14:24.238,31.4,45.0,76.4,1746.238,ignitionOff
