vehicle_id,event,event_ts
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-21 03:28:57
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-21 21:16:38
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-21 21:47:30
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-21 21:47:45
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-21 21:53:29
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-22 06:57:04
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-22 07:31:09
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-22 21:46:08
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-22 22:14:21
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-23 05:17:33
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-23 05:18:17
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-23 05:18:31
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-23 05:43:38
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-23 20:50:27
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-23 21:40:24
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-24 02:50:33
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-24 03:10:36
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-24 03:10:53
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-24 03:10:59
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-24 20:58:41
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-24 21:33:12
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-25 06:24:58
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-25 06:53:20
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-25 06:53:35
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-25 07:01:30
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-25 07:01:46
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-25 07:14:10
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-25 21:25:37
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-25 22:11:28
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-26 01:08:19
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-26 01:31:18
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-26 01:31:33
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-26 01:52:07
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-26 01:52:22
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-26 01:58:20
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-26 06:31:17
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-26 07:08:58
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-26 07:09:08
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-26 07:09:13
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-26 08:52:53
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-26 09:03:52
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-26 21:37:36
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-26 22:11:08
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-26 22:11:18
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-26 22:15:43
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-27 01:42:18
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-27 02:23:11
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-27 02:23:26
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-27 02:42:20
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-28 21:04:19
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-28 21:53:59
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-29 20:08:04
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-29 20:08:19
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-09-29 20:54:09
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-09-29 20:57:10
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-01 21:02:07
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-01 21:36:46
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-02 01:46:57
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-02 02:21:09
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-02 06:13:32
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-02 06:54:22
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-02 06:54:39
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-02 07:04:02
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-02 20:54:07
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-02 21:41:49
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-03 21:26:58
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-03 21:56:34
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-03 21:56:48
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-03 22:05:25
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-03 22:05:27
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-03 22:10:09
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-03 22:10:22
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-03 22:15:26
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-04 21:24:57
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-04 21:30:47
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-04 21:31:06
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-04 21:51:06
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-06 08:39:58
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-06 09:24:49
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-07 05:24:51
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-07 06:04:28
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-07 06:04:39
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-07 06:06:20
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-07 21:18:39
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-07 21:41:07
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-08 04:56:25
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-08 04:56:35
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-08 04:56:52
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-08 05:17:51
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-08 05:18:08
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-08 05:35:29
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-09 02:43:09
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-09 03:38:36
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-09 21:45:18
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-09 22:12:58
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-09 22:13:13
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-09 22:33:38
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-10 20:54:04
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-10 21:42:40
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-11 00:52:43
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-11 01:09:59
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-11 01:10:14
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-11 01:33:57
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-11 20:56:54
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-11 21:57:01
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-12 00:49:47
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-12 01:11:53
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-12 01:12:07
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-12 01:16:46
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-12 04:03:44
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-12 04:18:32
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-12 07:43:31
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-12 07:59:26
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-12 19:48:32
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-12 20:15:36
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-12 21:11:33
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-13 20:51:56
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-13 21:48:09
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-15 00:40:07
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-15 01:30:20
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-16 09:38:27
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-16 09:59:55
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-17 03:46:36
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-17 03:46:42
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-17 03:47:43
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-17 04:26:46
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-17 21:52:11
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-17 22:12:18
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-18 06:05:01
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-18 06:44:08
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-18 20:52:59
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-18 21:46:57
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-19 04:47:28
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-19 04:49:25
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-19 04:49:39
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-19 04:58:14
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-19 04:58:30
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-19 05:16:31
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-19 21:07:14
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-19 21:51:47
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-20 00:58:40
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-20 01:07:08
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-20 01:07:24
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-20 01:36:03
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-20 18:21:03
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-20 18:21:09
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-20 18:23:52
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-20 19:21:06
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-21 02:37:57
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-21 03:31:22
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-21 19:01:13
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-21 19:47:44
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-21 22:46:37
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-21 22:46:50
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-21 23:34:03
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-22 19:03:32
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-22 19:47:34
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-23 00:45:40
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-23 01:23:24
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-23 01:23:42
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-23 01:27:26
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-23 01:27:42
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-23 01:28:25
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-23 06:36:03
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-23 06:37:56
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-23 06:57:01
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-23 09:10:08
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-23 09:37:47
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-23 21:01:39
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-23 21:36:46
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-24 03:09:34
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-24 03:36:57
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-24 21:36:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-24 21:37:02
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-24 22:09:50
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-24 22:10:02
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-24 22:24:03
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-24 23:55:25
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-25 00:39:34
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-25 06:03:37
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-25 06:35:08
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-25 06:35:23
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-25 06:42:47
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-25 18:45:00
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-25 19:30:07
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-26 04:56:16
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-26 05:29:07
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-26 18:55:57
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-26 19:47:12
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-26 23:23:11
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-26 23:56:36
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-27 20:49:08
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-27 21:02:28
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-27 21:02:43
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Abort,2021-10-27 21:24:56
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-28 07:59:10
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-28 08:38:53
66bd55df-eaf0-49c8-b9e1-7759b85e9325,Active,2021-10-28 08:39:06
